id,estado,municipio,poblacion,indice_marginacion 
5723,Mexico,Municipio_0005723,1127614,2.023
5724,Yucatan,Municipio_0005724,206254,-0.853
5725,Oaxaca,Municipio_0005725,703027,-2.4036
5726,Morelos,Municipio_0005726,156566,1.7183
5727,Jalisco,Municipio_0005727,1537594,1.5514
5728,Morelos,Municipio_0005728,1357080,-1.1576
5729,Nuevo Leon,Municipio_0005729,160186,1.601
5730,Hidalgo,Municipio_0005730,1776848,-2.382
5731,Chihuahua,Municipio_0005731,210909,-1.6071
5732,Colima,Municipio_0005732,1766763,0.78
5733,Nuevo Leon,Municipio_0005733,981688,0.2983
5734,Tlaxcala,Municipio_0005734,726563,-1.9027
5735,Queretaro,Municipio_0005735,416061,-2.3763
5736,Durango,Municipio_0005736,238370,-0.7142
5737,Nuevo Leon,Municipio_0005737,715803,2.4238
5738,Chiapas,Municipio_0005738,1910591,0.4915
5739,Chiapas,Municipio_0005739,1515172,0.2058
5740,Sonora,Municipio_0005740,680502,-1.4415
5741,Veracruz,Municipio_0005741,815047,-0.5003
5742,Oaxaca,Municipio_0005742,906144,-0.6645
5743,Michoacan,Municipio_0005743,178927,1.0733
5744,Guerrero,Municipio_0005744,722026,-1.2389
5745,Veracruz,Municipio_0005745,312235,-2.1823
5746,Tabasco,Municipio_0005746,442354,2.4471
5747,Baja California,Municipio_0005747,1795353,0.6312
5748,Jalisco,Municipio_0005748,1284434,-0.1325
5749,Mexico,Municipio_0005749,193804,-2.4022
5750,Hidalgo,Municipio_0005750,1414054,-2.241
5751,Coahuila,Municipio_0005751,1977964,1.3092
5752,Jalisco,Municipio_0005752,673778,0.5472
5753,San Luis Potosi,Municipio_0005753,1691766,-0.8812
5754,Chiapas,Municipio_0005754,1154583,2.209
5755,Quintana Roo,Municipio_0005755,834250,-2.4552
5756,Colima,Municipio_0005756,676906,-1.842
5757,Yucatan,Municipio_0005757,536802,-1.3638
5758,Jalisco,Municipio_0005758,31984,-1.9079
5759,Tabasco,Municipio_0005759,1127286,-1.2543
5760,Tamaulipas,Municipio_0005760,1012295,2.2983
5761,Morelos,Municipio_0005761,676598,-1.2331
5762,Queretaro,Municipio_0005762,1855787,-2.4592
5763,Michoacan,Municipio_0005763,598431,-1.4874
5764,Hidalgo,Municipio_0005764,1075506,-1.8485
5765,Michoacan,Municipio_0005765,1058990,0.527
5766,Chiapas,Municipio_0005766,807070,-2.3806
5767,Colima,Municipio_0005767,1922839,0.7549
5768,Puebla,Municipio_0005768,948554,-0.9364
5769,Colima,Municipio_0005769,1217206,0.1782
5770,Mexico,Municipio_0005770,993632,-0.5849
5771,Quintana Roo,Municipio_0005771,32540,-0.5791
5772,Morelos,Municipio_0005772,1369113,2.3038
5773,Quintana Roo,Municipio_0005773,828128,-1.3072
5774,Colima,Municipio_0005774,1635876,-2.3048
5775,Chiapas,Municipio_0005775,721441,-1.7586
5776,Queretaro,Municipio_0005776,35310,-1.55
5777,Jalisco,Municipio_0005777,55910,-1.4208
5778,Tlaxcala,Municipio_0005778,1012262,2.1701
5779,Morelos,Municipio_0005779,1986560,1.5944
5780,Sinaloa,Municipio_0005780,1557770,-0.5651
5781,Coahuila,Municipio_0005781,1680218,-2.039
5782,Puebla,Municipio_0005782,1484289,1.0997
5783,Campeche,Municipio_0005783,1622972,1.3627
5784,Coahuila,Municipio_0005784,1440976,1.0275
5785,Queretaro,Municipio_0005785,512226,2.3351
5786,Sonora,Municipio_0005786,1451792,-1.9375
5787,Durango,Municipio_0005787,1947176,-1.5681
5788,Puebla,Municipio_0005788,1229018,-0.8359
5789,Tamaulipas,Municipio_0005789,1556162,2.2446
5790,Nuevo Leon,Municipio_0005790,1810986,2.4393
5791,Morelos,Municipio_0005791,1001399,-1.6787
5792,Guanajuato,Municipio_0005792,1929111,-1.9201
5793,Veracruz,Municipio_0005793,1536993,0.0666
5794,Nuevo Leon,Municipio_0005794,1285619,-0.0802
5795,Quintana Roo,Municipio_0005795,547111,-1.7157
5796,Yucatan,Municipio_0005796,1695509,2.0851
5797,Campeche,Municipio_0005797,351038,2.0035
5798,Aguascalientes,Municipio_0005798,20787,1.6497
5799,Tlaxcala,Municipio_0005799,1954767,-0.2639
5800,Queretaro,Municipio_0005800,1395554,-0.2469
5801,Tlaxcala,Municipio_0005801,1008957,-1.9767
5802,Jalisco,Municipio_0005802,8326,-1.0557
5803,Quintana Roo,Municipio_0005803,435226,1.4778
5804,Veracruz,Municipio_0005804,1475728,0.1056
5805,San Luis Potosi,Municipio_0005805,1074507,1.5035
5806,Tamaulipas,Municipio_0005806,1315152,-1.4961
5807,Guerrero,Municipio_0005807,1330784,-1.7552
5808,Coahuila,Municipio_0005808,730480,-1.4625
5809,Colima,Municipio_0005809,1876039,-2.2812
5810,Sonora,Municipio_0005810,1084268,0.4617
5811,Tabasco,Municipio_0005811,145036,-0.8121
5812,Oaxaca,Municipio_0005812,922199,-1.8264
5813,Oaxaca,Municipio_0005813,59560,-1.1841
5814,Coahuila,Municipio_0005814,1556670,-2.3008
5815,Nuevo Leon,Municipio_0005815,207768,-1.2647
5816,Colima,Municipio_0005816,90673,-0.348
5817,Jalisco,Municipio_0005817,1809435,-1.4163
5818,Coahuila,Municipio_0005818,269886,2.104
5819,Sonora,Municipio_0005819,181685,0.4171
5820,Michoacan,Municipio_0005820,758932,-2.1619
5821,Veracruz,Municipio_0005821,12376,2.0906
5822,Oaxaca,Municipio_0005822,416362,1.6149
5823,Tlaxcala,Municipio_0005823,396778,2.2727
5824,Veracruz,Municipio_0005824,592232,-1.9638
5825,Quintana Roo,Municipio_0005825,1066675,-2.3388
5826,Zacatecas,Municipio_0005826,129201,-1.4944
5827,Morelos,Municipio_0005827,650956,-1.4322
5828,Nayarit,Municipio_0005828,605271,0.5215
5829,San Luis Potosi,Municipio_0005829,788354,1.6047
5830,Chiapas,Municipio_0005830,1370413,0.8301
5831,Mexico,Municipio_0005831,478579,1.0445
5832,Quintana Roo,Municipio_0005832,1389670,-1.4951
5833,Yucatan,Municipio_0005833,1415309,1.8277
5834,Jalisco,Municipio_0005834,1239027,-2.429
5835,Puebla,Municipio_0005835,930106,2.1126
5836,Coahuila,Municipio_0005836,183199,-1.028
5837,Nayarit,Municipio_0005837,924725,0.1867
5838,Coahuila,Municipio_0005838,246680,-0.2225
5839,Tlaxcala,Municipio_0005839,961556,1.6378
5840,Quintana Roo,Municipio_0005840,1594152,-0.014
5841,Chiapas,Municipio_0005841,118683,1.7938
5842,Yucatan,Municipio_0005842,1288629,2.0636
5843,San Luis Potosi,Municipio_0005843,1754290,-0.9971
5844,Nayarit,Municipio_0005844,988873,0.6418
5845,Durango,Municipio_0005845,341557,0.8335
5846,Guanajuato,Municipio_0005846,1474010,2.1686
5847,Tabasco,Municipio_0005847,473970,-1.8296
5848,Veracruz,Municipio_0005848,104844,-0.1409
5849,Guerrero,Municipio_0005849,1444620,-1.9544
5850,Aguascalientes,Municipio_0005850,1111141,-0.6662
5851,Quintana Roo,Municipio_0005851,1797312,-1.3352
5852,Jalisco,Municipio_0005852,28556,-1.1289
5853,Quintana Roo,Municipio_0005853,1641168,-1.9458
5854,Tamaulipas,Municipio_0005854,160242,-0.3341
5855,Sinaloa,Municipio_0005855,1202035,-1.6391
5856,Hidalgo,Municipio_0005856,312383,-2.0107
5857,Sinaloa,Municipio_0005857,403474,-1.9221
5858,Sonora,Municipio_0005858,1382036,-0.6558
5859,Guanajuato,Municipio_0005859,251464,-0.7823
5860,Nayarit,Municipio_0005860,872084,-1.1893
5861,Chiapas,Municipio_0005861,1497541,1.2838
5862,Coahuila,Municipio_0005862,1839673,1.0865
5863,San Luis Potosi,Municipio_0005863,757705,0.4549
5864,Chiapas,Municipio_0005864,1277016,0.5693
5865,Zacatecas,Municipio_0005865,771724,-0.5253
5866,Sonora,Municipio_0005866,1066818,-0.7951
5867,San Luis Potosi,Municipio_0005867,1876217,-1.9916
5868,Coahuila,Municipio_0005868,714547,1.6776
5869,Queretaro,Municipio_0005869,1098179,0.1756
5870,Mexico,Municipio_0005870,91967,0.6856
5871,Tamaulipas,Municipio_0005871,666389,-1.1648
5872,Oaxaca,Municipio_0005872,955303,0.393
5873,Puebla,Municipio_0005873,165821,0.0726
5874,San Luis Potosi,Municipio_0005874,466980,1.0512
5875,Guerrero,Municipio_0005875,122600,1.0943
5876,Morelos,Municipio_0005876,1604376,-1.3381
5877,Oaxaca,Municipio_0005877,1519729,-2.0349
5878,Durango,Municipio_0005878,1153695,-0.4661
5879,Tabasco,Municipio_0005879,1618797,-1.1864
5880,Guanajuato,Municipio_0005880,744290,1.371
5881,Campeche,Municipio_0005881,902813,-1.764
5882,Tlaxcala,Municipio_0005882,474225,-1.654
5883,San Luis Potosi,Municipio_0005883,127029,0.7656
5884,Tabasco,Municipio_0005884,6211,0.6396
5885,Michoacan,Municipio_0005885,842853,-0.923
5886,Tamaulipas,Municipio_0005886,1334340,-1.6462
5887,Baja California,Municipio_0005887,690619,-1.1907
5888,Guerrero,Municipio_0005888,1199967,-1.5055
5889,Michoacan,Municipio_0005889,1645323,-2.1923
5890,Nayarit,Municipio_0005890,245695,2.3856
5891,Quintana Roo,Municipio_0005891,528209,-2.1193
5892,Nayarit,Municipio_0005892,1307328,-1.1649
5893,Hidalgo,Municipio_0005893,1805016,2.1176
5894,Baja California,Municipio_0005894,1795452,-0.7162
5895,Queretaro,Municipio_0005895,1488410,-1.1497
5896,Aguascalientes,Municipio_0005896,1946674,-1.3607
5897,Colima,Municipio_0005897,1799601,0.6634
5898,Quintana Roo,Municipio_0005898,1928545,-1.7673
5899,Puebla,Municipio_0005899,950556,-1.2345
5900,Baja California,Municipio_0005900,359420,1.9026
5901,Mexico,Municipio_0005901,39394,-0.9701
5902,Sonora,Municipio_0005902,486802,-1.6637
5903,Chihuahua,Municipio_0005903,1190841,0.5177
5904,Guerrero,Municipio_0005904,1550859,0.6885
5905,Chiapas,Municipio_0005905,509444,0.1769
5906,Jalisco,Municipio_0005906,110271,0.4281
5907,Nayarit,Municipio_0005907,1428411,0.2597
5908,Guanajuato,Municipio_0005908,1550916,-0.4244
5909,Zacatecas,Municipio_0005909,711066,-1.133
5910,Aguascalientes,Municipio_0005910,191035,-0.2319
5911,Coahuila,Municipio_0005911,1826229,0.2498
5912,San Luis Potosi,Municipio_0005912,1973225,-1.2318
5913,Zacatecas,Municipio_0005913,165049,-1.384
5914,Coahuila,Municipio_0005914,1019403,1.1694
5915,Hidalgo,Municipio_0005915,489409,2.3808
5916,Sonora,Municipio_0005916,326659,0.2046
5917,Hidalgo,Municipio_0005917,1092781,-2.3958
5918,Baja California,Municipio_0005918,977359,-1.5214
5919,Yucatan,Municipio_0005919,542631,-0.2983
5920,Coahuila,Municipio_0005920,833897,-0.1424
5921,Nuevo Leon,Municipio_0005921,1582240,1.3531
5922,Zacatecas,Municipio_0005922,1705769,-0.4814
5923,Campeche,Municipio_0005923,502786,2.2649
5924,Veracruz,Municipio_0005924,1854557,-2.4378
5925,Aguascalientes,Municipio_0005925,1784479,-0.2252
5926,Hidalgo,Municipio_0005926,865111,0.1942
5927,Colima,Municipio_0005927,520230,-0.5636
5928,Campeche,Municipio_0005928,1599498,2.3557
5929,Colima,Municipio_0005929,132801,-0.577
5930,Puebla,Municipio_0005930,1427587,1.6203
5931,Hidalgo,Municipio_0005931,931513,2.3251
5932,Tamaulipas,Municipio_0005932,574603,-1.1024
5933,Durango,Municipio_0005933,11905,-1.488
5934,Sonora,Municipio_0005934,1844569,1.1981
5935,Oaxaca,Municipio_0005935,1622346,-0.1168
5936,Puebla,Municipio_0005936,1673858,-1.6239
5937,Chihuahua,Municipio_0005937,1074348,2.1399
5938,Chiapas,Municipio_0005938,1022539,2.4687
5939,Coahuila,Municipio_0005939,1548947,0.5039
5940,Guanajuato,Municipio_0005940,238922,-0.9381
5941,Zacatecas,Municipio_0005941,133189,-0.4252
5942,Morelos,Municipio_0005942,1147146,-0.2856
5943,Yucatan,Municipio_0005943,1537933,-1.2577
5944,Aguascalientes,Municipio_0005944,1759534,1.719
5945,Campeche,Municipio_0005945,993196,0.6275
5946,Jalisco,Municipio_0005946,456921,-0.7382
5947,Tabasco,Municipio_0005947,495403,-0.9676
5948,Veracruz,Municipio_0005948,1599680,0.6197
5949,Chiapas,Municipio_0005949,1563157,-0.0334
5950,Sinaloa,Municipio_0005950,336756,0.3017
5951,Durango,Municipio_0005951,1839416,-0.9259
5952,Tlaxcala,Municipio_0005952,158308,-0.5589
5953,Nuevo Leon,Municipio_0005953,587824,1.1779
5954,Colima,Municipio_0005954,741385,0.0259
5955,Veracruz,Municipio_0005955,1959118,-1.1926
5956,Oaxaca,Municipio_0005956,1728912,-2.3858
5957,Baja California,Municipio_0005957,1854209,0.5165
5958,Guerrero,Municipio_0005958,945421,1.7169
5959,Mexico,Municipio_0005959,1215072,-2.3224
5960,Jalisco,Municipio_0005960,261187,-1.4435
5961,Nuevo Leon,Municipio_0005961,1778216,0.7238
5962,Quintana Roo,Municipio_0005962,1232932,1.7828
5963,San Luis Potosi,Municipio_0005963,1390516,-1.1051
5964,Sinaloa,Municipio_0005964,42488,1.694
5965,Nuevo Leon,Municipio_0005965,907243,2.2287
5966,Zacatecas,Municipio_0005966,501317,0.1487
5967,Hidalgo,Municipio_0005967,15405,2.3906
5968,Oaxaca,Municipio_0005968,1276821,-1.0555
5969,Nuevo Leon,Municipio_0005969,436471,0.1712
5970,Guerrero,Municipio_0005970,1089889,-0.3224
5971,Durango,Municipio_0005971,1016481,0.0398
5972,Coahuila,Municipio_0005972,1778476,-0.3228
5973,Oaxaca,Municipio_0005973,1864788,1.5595
5974,Veracruz,Municipio_0005974,1907034,-1.976
5975,Tlaxcala,Municipio_0005975,558827,1.6075
5976,Coahuila,Municipio_0005976,815600,1.3663
5977,Guanajuato,Municipio_0005977,189547,1.7751
5978,Sonora,Municipio_0005978,1593377,-1.345
5979,Chihuahua,Municipio_0005979,393910,-2.0543
5980,Guerrero,Municipio_0005980,1710924,-0.7509
5981,Chihuahua,Municipio_0005981,1023772,1.9845
5982,Chihuahua,Municipio_0005982,1050081,-1.3691
5983,Durango,Municipio_0005983,566166,-0.377
5984,Yucatan,Municipio_0005984,188356,-1.2194
5985,Guerrero,Municipio_0005985,316788,-0.6061
5986,Chiapas,Municipio_0005986,1300033,-2.1198
5987,Zacatecas,Municipio_0005987,553996,1.106
5988,Quintana Roo,Municipio_0005988,314940,-1.4651
5989,Oaxaca,Municipio_0005989,19102,0.4608
5990,Tamaulipas,Municipio_0005990,378101,-0.3051
5991,Tlaxcala,Municipio_0005991,1678143,2.1652
5992,Colima,Municipio_0005992,1495881,-2.3868
5993,Baja California,Municipio_0005993,860004,1.4351
5994,Puebla,Municipio_0005994,467245,0.2665
5995,San Luis Potosi,Municipio_0005995,1336487,-1.3126
5996,Morelos,Municipio_0005996,356983,-2.3825
5997,Michoacan,Municipio_0005997,558573,-1.3078
5998,Coahuila,Municipio_0005998,685744,-2.0781
5999,Chiapas,Municipio_0005999,1018925,0.9024
6000,Colima,Municipio_0006000,215136,2.4822
6001,Queretaro,Municipio_0006001,1122546,2.304
6002,San Luis Potosi,Municipio_0006002,765223,1.1908
6003,Puebla,Municipio_0006003,1879750,-1.2237
6004,Baja California,Municipio_0006004,1727037,-1.5387
6005,Tabasco,Municipio_0006005,935962,-1.6949
6006,Campeche,Municipio_0006006,1891915,-1.3618
6007,Quintana Roo,Municipio_0006007,1684339,0.4924
6008,Morelos,Municipio_0006008,1711927,-1.5546
6009,Tabasco,Municipio_0006009,613088,1.1985
6010,Sonora,Municipio_0006010,1766051,2.4953
6011,Guerrero,Municipio_0006011,285420,1.6905
6012,Michoacan,Municipio_0006012,1378186,1.0577
6013,Quintana Roo,Municipio_0006013,721136,1.0054
6014,Nuevo Leon,Municipio_0006014,1551505,1.2705
6015,Veracruz,Municipio_0006015,898475,1.9467
6016,Tlaxcala,Municipio_0006016,518079,-1.8541
6017,Chiapas,Municipio_0006017,1065281,1.7564
6018,Nuevo Leon,Municipio_0006018,470587,-0.7079
6019,Colima,Municipio_0006019,390756,1.8646
6020,Jalisco,Municipio_0006020,770508,-2.3934
6021,San Luis Potosi,Municipio_0006021,1852310,-0.7727
6022,Chihuahua,Municipio_0006022,356143,0.1783
6023,Mexico,Municipio_0006023,232699,0.1735
6024,Zacatecas,Municipio_0006024,636046,1.0895
6025,Coahuila,Municipio_0006025,1589844,-1.9269
6026,Baja California,Municipio_0006026,1399755,0.976
6027,Tabasco,Municipio_0006027,65525,-0.8654
6028,Zacatecas,Municipio_0006028,1514351,-0.2316
6029,San Luis Potosi,Municipio_0006029,816173,-1.4497
6030,San Luis Potosi,Municipio_0006030,1133375,2.0584
6031,Hidalgo,Municipio_0006031,253080,-1.716
6032,Durango,Municipio_0006032,1814062,0.4782
6033,Durango,Municipio_0006033,601548,1.7135
6034,Campeche,Municipio_0006034,1294258,0.5458
6035,Mexico,Municipio_0006035,650331,0.1044
6036,Nuevo Leon,Municipio_0006036,843148,-0.9383
6037,Aguascalientes,Municipio_0006037,1080480,2.2373
6038,Tlaxcala,Municipio_0006038,478614,1.6922
6039,Chiapas,Municipio_0006039,1321804,-2.4527
6040,Zacatecas,Municipio_0006040,1825630,-0.6715
6041,Guanajuato,Municipio_0006041,204125,0.4689
6042,Tlaxcala,Municipio_0006042,1724921,-0.1179
6043,Sinaloa,Municipio_0006043,609260,-1.7677
6044,Queretaro,Municipio_0006044,899683,-0.3186
6045,Morelos,Municipio_0006045,697990,2.4667
6046,Jalisco,Municipio_0006046,461319,-2.0485
6047,Tamaulipas,Municipio_0006047,121038,-2.1085
6048,Tabasco,Municipio_0006048,1066850,-2.3293
6049,Nayarit,Municipio_0006049,1866088,2.0168
6050,Sonora,Municipio_0006050,520555,-0.7558
6051,Veracruz,Municipio_0006051,1408123,1.3762
6052,Tabasco,Municipio_0006052,198088,-1.7478
6053,Puebla,Municipio_0006053,512011,2.0439
6054,Sonora,Municipio_0006054,484507,-1.4508
6055,Baja California,Municipio_0006055,960745,-2.4109
6056,Sonora,Municipio_0006056,308082,1.3118
6057,Jalisco,Municipio_0006057,1250640,-0.4324
6058,San Luis Potosi,Municipio_0006058,362265,-1.4165
6059,Morelos,Municipio_0006059,1034154,1.3457
6060,Nuevo Leon,Municipio_0006060,1645811,2.394
6061,Nuevo Leon,Municipio_0006061,1465368,-2.3654
6062,Zacatecas,Municipio_0006062,1372458,1.4946
6063,Coahuila,Municipio_0006063,451922,-2.0873
6064,Tlaxcala,Municipio_0006064,63009,0.2023
6065,San Luis Potosi,Municipio_0006065,1583745,1.6672
6066,Guerrero,Municipio_0006066,1609367,0.7772
6067,Mexico,Municipio_0006067,787182,-2.3043
6068,Hidalgo,Municipio_0006068,397016,-0.2445
6069,Michoacan,Municipio_0006069,1571603,0.189
6070,Tamaulipas,Municipio_0006070,1336345,-1.6341
6071,Oaxaca,Municipio_0006071,262810,0.5114
6072,Sonora,Municipio_0006072,1339948,0.7386
6073,Baja California,Municipio_0006073,1445884,1.1692
6074,Zacatecas,Municipio_0006074,1102654,-0.4512
6075,Tamaulipas,Municipio_0006075,1817811,-0.7682
6076,Morelos,Municipio_0006076,278548,1.8709
6077,Nuevo Leon,Municipio_0006077,68722,-2.2566
6078,Guerrero,Municipio_0006078,1158310,-0.3662
6079,Campeche,Municipio_0006079,43491,0.5123
6080,Campeche,Municipio_0006080,1918622,-1.1757
6081,Baja California,Municipio_0006081,1259408,0.2071
6082,Chihuahua,Municipio_0006082,607177,-0.9234
6083,Campeche,Municipio_0006083,1364095,0.209
6084,Tlaxcala,Municipio_0006084,1596472,0.9221
6085,Yucatan,Municipio_0006085,1135514,1.0466
6086,Chiapas,Municipio_0006086,1650791,1.9499
6087,Tabasco,Municipio_0006087,1345134,1.1523
6088,Sinaloa,Municipio_0006088,870380,1.4896
6089,Chihuahua,Municipio_0006089,1948122,-1.0702
6090,Guerrero,Municipio_0006090,1243777,1.618
6091,Baja California,Municipio_0006091,1780895,1.266
6092,Oaxaca,Municipio_0006092,486795,-1.4737
6093,Tlaxcala,Municipio_0006093,283122,0.9554
6094,Nayarit,Municipio_0006094,129029,2.0567
6095,Tlaxcala,Municipio_0006095,1492620,-1.51
6096,Veracruz,Municipio_0006096,1759693,-1.4034
6097,Mexico,Municipio_0006097,110422,0.0451
6098,Zacatecas,Municipio_0006098,708548,1.0387
6099,Nayarit,Municipio_0006099,1968299,-2.3462
6100,Guerrero,Municipio_0006100,444958,-0.4101
6101,Puebla,Municipio_0006101,1611650,1.5213
6102,Tlaxcala,Municipio_0006102,1126041,-1.2963
6103,Michoacan,Municipio_0006103,1394009,-1.0311
6104,Aguascalientes,Municipio_0006104,1160326,-2.2405
6105,Guanajuato,Municipio_0006105,1419518,1.7194
6106,Hidalgo,Municipio_0006106,1152191,-0.7834
6107,Colima,Municipio_0006107,370355,-1.475
6108,Baja California,Municipio_0006108,1327553,-0.6989
6109,Guerrero,Municipio_0006109,266470,-2.1836
6110,Campeche,Municipio_0006110,128452,-1.2761
6111,San Luis Potosi,Municipio_0006111,596963,0.3978
6112,Tabasco,Municipio_0006112,1908786,-0.0064
6113,Tabasco,Municipio_0006113,1819556,2.2839
6114,Tabasco,Municipio_0006114,1835521,-1.4078
6115,Aguascalientes,Municipio_0006115,1351460,-0.3303
6116,Aguascalientes,Municipio_0006116,557885,-0.9416
6117,Veracruz,Municipio_0006117,216687,-1.6964
6118,Mexico,Municipio_0006118,920831,0.9024
6119,Zacatecas,Municipio_0006119,375349,2.1723
6120,Aguascalientes,Municipio_0006120,345321,1.1405
6121,Chihuahua,Municipio_0006121,771189,1.4162
6122,Sonora,Municipio_0006122,551003,0.2029
6123,Oaxaca,Municipio_0006123,708662,-0.8694
6124,Queretaro,Municipio_0006124,1715187,-0.5637
6125,Yucatan,Municipio_0006125,1896924,0.3135
6126,Jalisco,Municipio_0006126,119319,-0.5291
6127,Coahuila,Municipio_0006127,362447,2.0953
6128,Chiapas,Municipio_0006128,1310581,1.7751
6129,Sonora,Municipio_0006129,1544368,-0.5526
6130,Jalisco,Municipio_0006130,1659126,-1.0356
6131,Tlaxcala,Municipio_0006131,135594,-0.1198
6132,Nuevo Leon,Municipio_0006132,374191,-2.2938
6133,Veracruz,Municipio_0006133,1527888,-2.4226
6134,Chihuahua,Municipio_0006134,1241147,0.5887
6135,Nayarit,Municipio_0006135,875448,-2.1706
6136,Tlaxcala,Municipio_0006136,55533,-0.063
6137,Colima,Municipio_0006137,1243433,-2.1573
6138,Coahuila,Municipio_0006138,455207,2.3195
6139,Mexico,Municipio_0006139,950423,1.5076
6140,Quintana Roo,Municipio_0006140,277339,-0.991
6141,Aguascalientes,Municipio_0006141,162084,-1.499
6142,Zacatecas,Municipio_0006142,452654,1.364
6143,Chiapas,Municipio_0006143,454635,1.0262
6144,Colima,Municipio_0006144,1841766,-1.6528
6145,Nuevo Leon,Municipio_0006145,1397757,-1.6879
6146,Baja California,Municipio_0006146,1723076,-0.3717
6147,Sinaloa,Municipio_0006147,1057747,-0.9921
6148,Nuevo Leon,Municipio_0006148,179224,-0.2249
6149,Colima,Municipio_0006149,1357803,2.2849
6150,Sinaloa,Municipio_0006150,938315,1.261
6151,Queretaro,Municipio_0006151,286435,0.6419
6152,Nayarit,Municipio_0006152,1307057,0.0216
6153,Morelos,Municipio_0006153,146144,-2.3239
6154,Veracruz,Municipio_0006154,533090,-2.0239
6155,Nuevo Leon,Municipio_0006155,200033,-1.9092
6156,Sonora,Municipio_0006156,826438,1.4868
6157,Sonora,Municipio_0006157,1171432,1.2395
6158,Tlaxcala,Municipio_0006158,629060,0.4248
6159,Campeche,Municipio_0006159,871206,-2.2758
6160,San Luis Potosi,Municipio_0006160,506678,0.6018
6161,Veracruz,Municipio_0006161,138881,1.0752
6162,Zacatecas,Municipio_0006162,1304221,0.1037
6163,Campeche,Municipio_0006163,1349878,2.4874
6164,Baja California,Municipio_0006164,650306,-2.2673
6165,Nayarit,Municipio_0006165,826173,-0.0445
6166,Morelos,Municipio_0006166,1700930,-1.4104
6167,Tamaulipas,Municipio_0006167,798425,-1.6509
6168,Michoacan,Municipio_0006168,1830419,2.1305
6169,San Luis Potosi,Municipio_0006169,123868,1.9505
6170,Tamaulipas,Municipio_0006170,1159192,-0.568
6171,Jalisco,Municipio_0006171,1971377,-1.8587
6172,Zacatecas,Municipio_0006172,926765,-2.3535
6173,Campeche,Municipio_0006173,768338,-2.2789
6174,Oaxaca,Municipio_0006174,257230,1.6343
6175,Guerrero,Municipio_0006175,1739924,1.2263
6176,Hidalgo,Municipio_0006176,1688089,1.6803
6177,Michoacan,Municipio_0006177,1315296,0.9919
6178,Veracruz,Municipio_0006178,767281,-0.8974
6179,Campeche,Municipio_0006179,1853641,-0.648
6180,Hidalgo,Municipio_0006180,902684,1.3499
6181,Colima,Municipio_0006181,1000820,0.3221
6182,Chiapas,Municipio_0006182,1354749,-1.3804
6183,Tabasco,Municipio_0006183,112923,-2.0223
6184,Michoacan,Municipio_0006184,479526,-1.8823
6185,Jalisco,Municipio_0006185,13727,0.0059
6186,Oaxaca,Municipio_0006186,1380636,0.4141
6187,Puebla,Municipio_0006187,732347,1.2949
6188,Yucatan,Municipio_0006188,62616,-0.6279
6189,Michoacan,Municipio_0006189,506918,-0.6955
6190,Zacatecas,Municipio_0006190,1071225,2.1239
6191,Guanajuato,Municipio_0006191,1661608,-1.167
6192,Coahuila,Municipio_0006192,1638458,-0.1279
6193,Hidalgo,Municipio_0006193,642797,1.137
6194,Jalisco,Municipio_0006194,238164,-0.6675
6195,Sonora,Municipio_0006195,1659948,-1.0812
6196,Quintana Roo,Municipio_0006196,482696,1.9068
6197,Zacatecas,Municipio_0006197,509043,-2.3085
6198,Baja California,Municipio_0006198,1153976,-0.459
6199,Queretaro,Municipio_0006199,75501,-0.6375
6200,Guanajuato,Municipio_0006200,1867196,0.8733
6201,Chihuahua,Municipio_0006201,1298478,0.9386
6202,Tabasco,Municipio_0006202,964872,-2.0381
6203,Veracruz,Municipio_0006203,810865,1.9286
6204,Hidalgo,Municipio_0006204,1758888,1.4964
6205,Nayarit,Municipio_0006205,655770,1.0468
6206,Chihuahua,Municipio_0006206,1266578,1.4846
6207,Guerrero,Municipio_0006207,1579578,-0.7956
6208,Chihuahua,Municipio_0006208,76419,-1.019
6209,Tamaulipas,Municipio_0006209,839565,0.6827
6210,Tabasco,Municipio_0006210,270024,-1.28
6211,Puebla,Municipio_0006211,1657820,1.9833
6212,Aguascalientes,Municipio_0006212,1000574,-2.0368
6213,Hidalgo,Municipio_0006213,1919604,-0.9198
6214,Tabasco,Municipio_0006214,1448347,-1.8263
6215,Nayarit,Municipio_0006215,1914709,-0.0759
6216,Morelos,Municipio_0006216,831596,-0.9167
6217,Yucatan,Municipio_0006217,794968,1.1824
6218,Guerrero,Municipio_0006218,314868,1.633
6219,Michoacan,Municipio_0006219,1815450,-1.9863
6220,Sonora,Municipio_0006220,966561,1.4433
6221,Yucatan,Municipio_0006221,1748482,2.1102
6222,Veracruz,Municipio_0006222,27072,1.8884
6223,Chihuahua,Municipio_0006223,31598,-0.1318
6224,Durango,Municipio_0006224,1708011,-0.4065
6225,Nuevo Leon,Municipio_0006225,1456830,-1.7427
6226,Oaxaca,Municipio_0006226,1360180,0.4887
6227,Guanajuato,Municipio_0006227,1535702,2.1636
6228,Queretaro,Municipio_0006228,1854012,1.6121
6229,Morelos,Municipio_0006229,1522100,-1.2783
6230,Coahuila,Municipio_0006230,316290,0.3875
6231,Oaxaca,Municipio_0006231,796663,1.1674
6232,Quintana Roo,Municipio_0006232,1436061,-2.0092
6233,Aguascalientes,Municipio_0006233,608738,1.5997
